"","name_text","id","more_info","desc","emails","category","logo","fb"
"222","Desi Dhamaka","grpl_3c155a2750884893e8c9a905f1b68562","?mode=form&id=3c155a2750884893e8c9a905f1b68562&tab=profile","The Desi Dhamaka board works yearly to hold the largest South Asian cultural showcase in the Pacific Northwest. Desi Dhamaka is not a competition, but a showcase of student talent. However, with a limited time frame, and overwhelming interest, auditions for performing space is extremely competitive. Each performing group spends hours, weeks, and months preparing their best performance for their audience.","dhamaka@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/bbc/bbc3b7b4976d12073b33a570f1cc8c47.jpg","https://www.facebook.com/desi.dhamaka/"
"223","Design for America UW","grpl_f0a7bd8e5fd3bc0d9bea5302911ecaab","?mode=form&id=f0a7bd8e5fd3bc0d9bea5302911ecaab&tab=profile","The mission of Design for America-University of Washington is to create positive change in the local community, with a focus on hands-on projects that allow members to practice design and solve real world problems.","uwdfa@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/955/95560e5d5d7c98975d3411e5ec8d4c5c.jpg",NA
"224","Design, Build, Fly UW","grpl_17583ec64dc21b547c4f33893e8f77a5","?mode=form&id=17583ec64dc21b547c4f33893e8f77a5&tab=profile","To design, construct, and fly a remote controlled aircraft at an annual AIAA competition.","dbfuw@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/942/942f94044cbee644388241a26af1d819.jpg","https://www.facebook.com/uwdbf"
"225","Diogenes In Contemporary Perspectives: an Irreverant Collective of Satirists ","grpl_b10529af0a7942900aaa1624983a564d","?mode=form&id=b10529af0a7942900aaa1624983a564d&tab=profile","Be happy","dicp@uw.edu","RECREATION","https://uws-community.symplicity.com/files/c38/c3898c79cc54454d843bea9d54a83272.jpg",NA
"226","Disciple Makers","grpl_473e3c7e18dc2f181155b0d025b70806","?mode=form&id=473e3c7e18dc2f181155b0d025b70806&tab=profile","We reach out to people on campus to spread God's words by having 1:1 bible studies and group weekly meetings.","dmcuw@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/729/7295aa1286234004e547e9d4adbcb624.jpeg",NA
"227","Disciples of Non-linear Extracurriculars","grpl_2fb6b704482f863dca8b17f3f98be85a","?mode=form&id=2fb6b704482f863dca8b17f3f98be85a&tab=profile","The purpose of D.O.N.E. is to cultivate students that are used to structured exercise at any level and wish to incorporate within a community at the University of Washington. The registered student organization will promote a small community within the University of Washington for those with an inclination to social gatherings often entailing physical exertion. The goal of D.O.N.E. is to entice those within the U.W. to develop themselves as individuals and find an open community as a networking opportunity. ","done@uw.edu ","RECREATION","https://uws-community.symplicity.com/files/79a/79a3dd3c1052e149acd5cad22a36b488.png",NA
"228","Dishcourse: Suppertime Symposiums","grpl_c9741f878794e78a8a8ca5d8847e3366","?mode=form&id=c9741f878794e78a8a8ca5d8847e3366&tab=profile","To engage in lively discussion over a relevant social or political issue while enjoying dinner at a local restaurant.",NA,"RECREATION","https://uws-community.symplicity.com/files/6e7/6e7153f71a90e38986cbba55630368eb.png","TBD"
"229","Disorientation Tour","grpl_49bcf535de4bd1666f15434310aed67d","?mode=form&id=49bcf535de4bd1666f15434310aed67d&tab=profile","To educate community members about the history of political action, organizing, and liberatory thought on the UW campus.",NA,"POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/ca2/ca2c2e8ce9758d2adeb902ae1d5a9ac4.png",NA
"230","Diversity in Clean Energy","grpl_ec603f5b5d64cc41b92cf4d46e995e1e","?mode=form&id=ec603f5b5d64cc41b92cf4d46e995e1e&tab=profile","It shall be the purpose of this organization to promote diversity and equal opportunity in clean energy technology. We facilitate connections between students and professionals in clean energy by providing a forum to come together for academic, professional development, and social activities at the University of Washington.","diceuw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/ce0/ce001f3381ca7ee3ddf37ed5e71bd6aa.png",NA
"231","Diversity in Psychology ","grpl_c503c58b1fbdac8d7654c3689f7d8a41","?mode=form&id=c503c58b1fbdac8d7654c3689f7d8a41&tab=profile","It shall be the purpose of this organization to provide a group and community for Psychology majors of color, or non-majors interested in psychology. This will include community building, department and major information; grad-school, career, internship, volunteering, and research opportunities; mental health awareness, mentoring, and raising awareness of mental health in communities of color. This organization is open to everyone but the main mission is to uplift communities of color. ",NA,"ACADEMIC","https://uws-community.symplicity.com/files/9ef/9ef891f6bfb5783eb4ccb582d63fa659.jpg","https://www.facebook.com/DiversityinPsychology/"
"232","Doctor of Physical Therapy Student Organization","grpl_f91e7dff1a4e5edb4322e81c9b28bb19","?mode=form&id=f91e7dff1a4e5edb4322e81c9b28bb19&tab=profile","DPT Student Organization serves to promote and conduct extracurricular and educational activities for students enrolled in the UWSOM Doctorate of Physical Therapy Program.","drphysth@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/d60/d60e77f2a0cadb57df9ec7ed1062cbd2.jpg",NA
"233","Doctoral Student Association in the Information School","grpl_e21be9754c19a02d4df59dd7d0064087","?mode=form&id=e21be9754c19a02d4df59dd7d0064087&tab=profile","To support the welfare for doctoral students in the iSchool","idsa@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/42c/42c834bba0075399623ad38808f8d5b0.jpg",NA
"234","Documentary Club at the University of Washington","grpl_a190af275548f4f2577d2c02b4ff6e5d","?mode=form&id=a190af275548f4f2577d2c02b4ff6e5d&tab=profile","Offering a space for shared exploration of documentary and providing the means of activism through documentary filmmaking. ","docuw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/04e/04e565f990864c9d36510ea906526568.jpg",NA
"235","Doorway Project Community Cafe","grpl_c659ca222022e86d457532080246eda6","?mode=form&id=c659ca222022e86d457532080246eda6&tab=profile","The mission of the Doorway Project is to address youth homelessness in the University district, through iterative and community-engaged collaboration with the Washington Office of Homeless Youth and U District service providers.
Through participatory research methodologies utilized alongside empathy-centered visual reporting and intervention design, the faculty leads plan to strengthen community resilience and capacity while increasing empathy and understanding of homeless and street-involved youth populations.
This research and engagement will inform the place-based studio/community cafe, which will catalyze social innovation through deep participation and mutual learning where interdisciplinary community-campus partnership projects can occur on an ongoing basis. 
The Doorway Project is a collaboration between the University of Washington and community service providers, and is made possible by funding from the State of Washington. It is part of the Homelessness Research Initiative, an Urban@UW-fostered effort focused on developing collaborative solutions for housing and homelessness.","DoorwayP@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/images/gallerygraphics/group_img.png",NA
"236","Dota at UW","grpl_c645abaf90457a407256e50f8e50360c","?mode=form&id=c645abaf90457a407256e50f8e50360c&tab=profile","Washington Gaming Association's Dota 2 club at the University of Washington. We host in-person, online, and competitive Dota 2 matches for the community.","dota2@uw.edu","GAMING / ESPORTS","https://uws-community.symplicity.com/files/9bc/9bc21e8908e75a044329fa05aac22baf.png","https://www.facebook.com/groups/328102887545034/"
"237","Dub Club Baseball","grpl_ed489ab4a9a0a7c9b105a65b832c01a3","?mode=form&id=ed489ab4a9a0a7c9b105a65b832c01a3&tab=profile","To play competitive baseball with other UW students against other local teams ","uwbc@uw.edu","SPORTS","https://uws-community.symplicity.com/files/249/24941dd10c74f2e6e43cd658506b1460.jpg","https://www.facebook.com/groups/1571907923054546/"
"238","DubHacks","grpl_bb74dc8aea388d2b6d441c31ba4824c2","?mode=form&id=bb74dc8aea388d2b6d441c31ba4824c2&tab=profile","The purpose of this organization to bring together individuals to explore and collaborate using various technologies.","dubhacks@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/3b5/3b54fec8d284b49c7093a9f7d265fa85.png",NA
"239","DubShot Photography Club","grpl_622907d77104ab833edea18be0c43fe9","?mode=form&id=622907d77104ab833edea18be0c43fe9&tab=profile","A friendly and supportive platform for UW students to explore and develop passion and creativity in photography.","dubshot@uw.edu ","SPECIAL INTEREST","https://uws-community.symplicity.com/files/394/3947ba40a6942e49779f1aec63355c4c.jpg",NA
"240","DubsTech","grpl_68e69164de89007bc2b89128e4fee6fd","?mode=form&id=68e69164de89007bc2b89128e4fee6fd&tab=profile","DubsTech aims to develop and accentuate coding skills in UDub students by providing workshops for HTML, CSS, Android Development, JavaScript, C++ and Python, as well as basic computer training workshops for the technologically challenged.","dubstech@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/757/757c7ee414e24fb17afbd575a4ee4e4e.png","https://www.facebook.com/WeTeachYouTech/?fref=ts"
"241","DyVest Investment Club","grpl_843a09da623f4ca693c183862d182b46","?mode=form&id=843a09da623f4ca693c183862d182b46&tab=profile","Help students to find investment opportunities, and help international students to do investment in America. Create bridge between students and experts in finance, real estate, incubator, and many other industries."," techieuw@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/a34/a3402d439ab96fdf1f8cc6e65af07818.jpeg",NA
"242","Early Entrance Drama Society","grpl_60473b0fb7ee722ae53140614092f46c","?mode=form&id=60473b0fb7ee722ae53140614092f46c&tab=profile","EDS provides a performing venue for Early Entrance students and entertains the Robinson Center community and beyond.","eepdrama@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/449/449cec92ac530a9c45ca2cfb6e719ceb.png",NA
"243","Earth Club UW Chapter","grpl_1243af1faef3f0ce2aaa21155c3f5f89","?mode=form&id=1243af1faef3f0ce2aaa21155c3f5f89&tab=profile","The purpose of this organization is to engage in projects and activities that will raise community awareness about environmental issues and help address some of those issues. The organization also serves as a home for a diverse community of students that share their love for the Earth and their desire to protect it from degradation.
Eco-empowered education program, campaigns and activism, restoration and service, hikes, backpacking, canoeing, sustainable eating, movie screenings and more!","leungj18@uw.edu","ENVIRONMENTAL","https://uws-community.symplicity.com/files/7a3/7a394ee64b84a520f9f95aaecf9b8210.jpg","https://www.facebook.com/groups/uwearth/"
"244","EcoCAR at UW","grpl_a60a40518787da5c92ae0adbf02d0498","?mode=form&id=a60a40518787da5c92ae0adbf02d0498&tab=profile","The University of Washington EcoCAR is dedicated to providing the opportunity for students to learn and grow their technical and business skills needed to be the future leaders in the automotive industry. We will accomplish this by providing students with the resources and mentoring needed to develop these skills while competing to build the best vehicles in the EcoCAR 3 competition.","ecocar@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/438/438e495ee6cea3070d97197e8e43673d.png","www.facebook.com/uwecocar"
"245","EcoReps","grpl_9562bfbcb92c4203c9312f06895c0244","?mode=form&id=9562bfbcb92c4203c9312f06895c0244&tab=profile","The EcoReps program at the University of Washington is designed to encourage sustainable behaviors in students, faculty, and staff through peer-to-peer communication, motivation and education.","mwjl@uw.edu","ENVIRONMENTAL","https://uws-community.symplicity.com/files/5f6/5f6de153dcde25baf73df18ee04aa856.jpg","https://www.facebook.com/UWEcoReps"
"246","Effective Altruism at the University of Washington","grpl_620d9e9ee6487ca50dfdd860667f66ff","?mode=form&id=620d9e9ee6487ca50dfdd860667f66ff&tab=profile","It shall be the purpose of this organization to influence University of Washington students to make substantial, lasting change to their lifestyle, giving, and future plans to dramatically improve our world for all sentient beings. We represent a worldwide community of thousands of ""Effective Altruists"" who strive to combine rationality and empiricism with a broad and deep sense of compassion.","eauw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/dd6/dd6983de866970783f025155aa741fec.png","https://www.facebook.com/groups/EffectiveAltruismUW/"
"247","Electric Bike Club at the University of Washington","grpl_3c829cefc2b77029251f0dd6edf0826c","?mode=form&id=3c829cefc2b77029251f0dd6edf0826c&tab=profile","Our mission as the Electric Bike Club is to build an environment that gives our members the opportunity to apply their engineering skills to build their own electric bicycles.",NA,"ENGINEERING","https://uws-community.symplicity.com/files/71c/71c57f54813c6b374c496798b1c9f3e5.jpg","Electric bike club at UW "
"248","Electrochemical Society Student Chapter ","grpl_46ab6307ce87106b75489aa1ec53d316","?mode=form&id=46ab6307ce87106b75489aa1ec53d316&tab=profile","The purpose of UW ECS is to provide an opportunity to better understand electrochemical and solid-state sciences, to have a venue for meeting fellow students, and to spread knowledge of electrochemical science to the community. Specifically, the UW ECS chapter shall:
<U+25CF>	Educate members of the student chapter in electrochemical sciences
<U+25CF>	Educate members of the greater Puget Sound community via outreach programs
<U+25CF>	Provide opportunities for professional networking and professional development","essc@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/700/70012841ab464a886365d51da0dc4eda.tif","https://www.facebook.com/ECSatUW/"
"249","Electronic Music Producers at UW","grpl_7f10cff53c83bb0e4137c9d7bd73085b","?mode=form&id=7f10cff53c83bb0e4137c9d7bd73085b&tab=profile","Our purpose is to bring together the diverse group of musicians at the UW campus who are electronic music producers, music producers in general, or even just interested in electronic music production, so that we can collaborate, share our music, and learn all their is to learn in this fast-paced industry.","uwemp@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/553/5531a3abdba67fd11315ed6b6bfb92e1.png","www.facebook.com/uwemp"
"250","Elohist","grpl_553901679043b23f7568c8dff550b562","?mode=form&id=553901679043b23f7568c8dff550b562&tab=profile","It shall be the purpose of this organization to carry out and encourage the movement to restore faith like that of the Early Christian Church by sharing the prophesies of the Holy Bible. ","elohist@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/9c4/9c489a0a88162c155b800a3d22fae743.png",NA
"251","Emergency Medicine Interest Group","grpl_75fe680c911067251b9935bc863bd769","?mode=form&id=75fe680c911067251b9935bc863bd769&tab=profile","EMIG is a student-run organization whose goals are to introduce students to emergency medicine and to stimulate interest in this relatively new and exciting field. In general, the club's activities consist of organizing skills workshops, coordinating informational talks, and connecting students with existing EM resident events. Some of these have become extremely popular, including hands-on ultrasound practice, an intubation and airway workshop, and a discussion about residency and research opportunities in EM. Additionally, we have been lucky to have the support of many outstanding faculty members at the UW and Harborview ED.","emiguw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/640/640e60fe55312c916159977821d88e04.jpg","https://www.facebook.com/groups/uwsomemig/"
"252","Enactus UW","grpl_5effa4502ae430d95f0c6b08598b4f00","?mode=form&id=5effa4502ae430d95f0c6b08598b4f00&tab=profile","It shall be the purpose of this organization to promote leadership through social entrepreneurship and to implement projects with objective of creating economic opportunities for others and help achieve better quality of life for others.","enactus@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/dda/ddae8cb1d88dcf7c9227cc66fd73469d.png",NA
"253","Engineers Without Borders","grpl_9101c710c072d35821dc50adcc563a2c","?mode=form&id=9101c710c072d35821dc50adcc563a2c&tab=profile","EWB-UWS supports community-driven development programs worldwide by collaborating with local partners to design and implement sustainable engineering projects, while creating transformative experiences and responsible leaders.","ewbuw@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/53b/53b4ba4734e8a211393a14b156eb8cf0.jpg","https://www.facebook.com/pages/Engineers-Without-Borders-University-of-Washington/74889425414?ref=hl"
"254","Environmental Alternative Spring Break","grpl_80904315db5e393bc53517af370c4f4b","?mode=form&id=80904315db5e393bc53517af370c4f4b&tab=profile","To educate and inspire lower-income elementary school students of rural/tribal Washington on varying topics of environmental science.","easbuw@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/d6c/d6cbbccff547bad12dea47e18cc7cee8.png",NA
"255","Environmental Law Society","grpl_18abfa0e0f2591461d7bc914239d8460","?mode=form&id=18abfa0e0f2591461d7bc914239d8460&tab=profile","It is the purpose of the Environmental Law Society to enhance its members' awareness of environmental issues, develop experience with environmental law and practice, and build connections to the relevant legal community.","elsuw@uw.edu","LAW","https://uws-community.symplicity.com/files/d84/d84c3728217837bd176191c05f714d90.png",NA
"256","Epidemiology Students Group","grpl_c1074563ee5b1bf6f2b0c8f683c66b28","?mode=form&id=c1074563ee5b1bf6f2b0c8f683c66b28&tab=profile","This group's purpose is to promote students' professional development by acting as a conduit of information in matters pertaining to student-faculty relations, administrative policies, career development, personal guidance and social activities.","epistu@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/92f/92f3c6e3e2b78fc632d716d24f1bba2b.gif",NA
"257","ESS GeoClub","grpl_5c460a494d4bc4b897cc094c95ef79c5","?mode=form&id=5c460a494d4bc4b897cc094c95ef79c5&tab=profile","Our goal is to encourage academic and professional interest in geology and all related disciplines, by helping students to make connections and find opportunities outside the classroom. We organize field trips - both local and long distance - and try to connect undergraduates, graduate students, and faculty members in informal settings. We also encourage undergraduate research, and hope to provide a forum within the department for undergraduates to refine and present their works in progress.","geoclub@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/68d/68daf1515db9f965b1873bbb3be562d0.png","UW ESS GeoClub"
"258","Eta Tau Eta","grpl_07e6e6bac45bfcfbaae487960b75f73e","?mode=form&id=07e6e6bac45bfcfbaae487960b75f73e&tab=profile","Hand2Hand is a prehealth service club that strives to help members achieve an awareness of health issues that affect under-served communities in the greater Seattle area. As a club, we organize volunteer events in an attempt to help those in need.","h2h@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/1a1/1a1981d9c67b9a3d079d42daf612c6c6.jpg","Hand2Hand Prehealth Service Club"
"259","ETCH (Education Transforming Community Health)","grpl_c020c3f097399f5007b3f21f09a7360e","?mode=form&id=c020c3f097399f5007b3f21f09a7360e&tab=profile","Through community partnerships, we will create health education curriculum that bridges evidence-based practice and the voices of the many homeless communities in Seattle.","etch@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/e2a/e2a61a6ca24c6ecaa645891a805b9ba5.png","https://www.facebook.com/ETCHseattle/"
"260","Ethiopian-Eritrean Student Association ","grpl_a8a208ec4520c09b2d9a5ba939fee895","?mode=form&id=a8a208ec4520c09b2d9a5ba939fee895&tab=profile","To introduce Ethiopian-Eritrean culture to the UW community and promote tolerance, peace, love and unity among Ethiopian and Eritrean students as well as among all of UW community. ESA aims to create a venue where all students can connect, engage, share, collaborate, volunteer and make a difference while learning and developing important social, academic and leadership skills useful for their personal and professional life.","eesa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/d82/d823b1bc236b5cec38b294ff14dd34bc.jpg","https://www.facebook.com/ESAatSCC/"
"261","Ethnic Studies Students Association","grpl_415f880f990de6850433d4a8d189e86a","?mode=form&id=415f880f990de6850433d4a8d189e86a&tab=profile","Purpose of ESSA is to promote and serve the various communities that Ethnic Studies represent.",NA,"POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/bcf/bcfbde3e5a4b826904cd8e1aa7752712.jpg","https://www.facebook.com/ESSAUW/ "
"262","Evans Network of Womxn","grpl_ee83e7856eb22d29c2a6c746ae4f1059","?mode=form&id=ee83e7856eb22d29c2a6c746ae4f1059&tab=profile","The mission of Evans NOW is to create community for womxn, and those who do not identify within the gender binary, to develop a network of leaders and mentors within the field of public policy and service.","evansnow@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/13a/13af05f50ed1ac3ede1b5ca80c099b85.png","https://www.facebook.com/evanswomxn/"
"263","Evans People Of Color","grpl_6b82e2cc51e81befea6b9a73729f6dbc","?mode=form&id=6b82e2cc51e81befea6b9a73729f6dbc&tab=profile","To center the voice of students of color in the Evans School in order to create a more equitable environment. We will achieve this by:
-Creating a safe space and environment for students of color at the Evans School for Public Policy and Governance and the UW.
-Advancing the academic and professional interest of communities of color at the Evans School. 
-Advancing the political, social, and economic well-being of communities of color in Greater Seattle area.","epoc@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/6b0/6b0fdb1e1e025a027efc2c0713b02d95.png",NA
"264","Evans School Student Organization","grpl_e11b2a6fe9cbc302aa3f6aa41fd06d91","?mode=form&id=e11b2a6fe9cbc302aa3f6aa41fd06d91&tab=profile","The Evans School Student Organization (ESO) serves as the liaison between the Evans School student body and the faculty and administration. ESO places students on most faculty committees and plays a key role in:
Developing curriculum
Hiring faculty members
Shaping academic policies
Evaluating courses and professors
Setting degree requirements","uweso@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/fab/fabafe74355e2b9a47b7d0b1daa6e17e.png","https://www.facebook.com/evansschool?fref=ts"
"265","Every Nation Campus at the University of Washington","grpl_27ae89eff40228985d9451e724aa1e0c","?mode=form&id=27ae89eff40228985d9451e724aa1e0c&tab=profile","The purpose of Every Nation Campus at UW is to be a diverse group of Christian students, staff, and associate members who are committed to serving the UW campus by:
 Sharing the knowledge of life in Christ Jesus with the UW community;
Helping people in their relationship with Jesus Christ and providing them with training for victorious Christian living, leadership, and excellence;
Introducing its members to a local church family and other missions or ministry opportunities;
 Making a positive impact on the UW campus by developing students, equipped with biblical solutions to contemporary problems, to serve every facet of the UW community and ultimately the world.","Enc15@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/522/522a81416c8a54c88a300e434db9b241.jpg",NA
"266","Expatriate Students Association","grpl_0ae157f46c14f41df70bd3a57c51fcaf","?mode=form&id=0ae157f46c14f41df70bd3a57c51fcaf&tab=profile","To create a social platform for individuals who identify as third cultural kids (TCK), to share TCK cultural experiences, build a network of multicultural individuals, raise awareness about TCK communities with the rest of the student body, and to promote long-lasting personal and professional relationships on a global scale","dubex@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/553/5538255d6bcfc2eeff9f4c015f32869c.jpg",NA
"267","Falun Dafa Club","grpl_eb67b64ee6f18195408d9afce0f33372","?mode=form&id=eb67b64ee6f18195408d9afce0f33372&tab=profile","Falun Dafa, also known as Falun Gong, is a meditation practice that cultivates both mind and body. It teaches people to become a better person by following three main principles: ""Truthfulness, Compassion, and Forbearance"". There are also five simple and easy exercise for one to practice. Practicing Falun Dafa can get great relaxation for busy students.
We'd like to introduce the teachings of Falun Dafa to the UW community and to provide a convenient meeting group for interested students/staff to learn the practice.","fldfclub@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/2fd/2fdf63890ac37d703e99f49f047e8e1a.png",NA
"268","Family Medicine Interest Group","grpl_afc87944f198266467dca523798ff647","?mode=form&id=afc87944f198266467dca523798ff647&tab=profile","To promote a greater understanding of Family Medicine for medical students.","fmig@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/7c0/7c012f45fcdd6dc3e443ba932cf093e1.png",NA
"269","Fantasy Club at the UW","grpl_841b8191e450aca8e757f5a24a9d3cfb","?mode=form&id=841b8191e450aca8e757f5a24a9d3cfb&tab=profile","The Fantasy Club celebrates works of speculative fiction, particularly high fantasy. The club primarily reads and discusses books, though discussion of fantasy movies, video games, and television shows is encouraged as well.","fntsyclb@uw.edu ","RECREATION","https://uws-community.symplicity.com/files/a40/a403e0c677a446ab96f96fb900da551a.png",NA
"270","FieldNotes: An Environmental Journal","grpl_6d9081f9df72753dda1a03115f2d1a69","?mode=form&id=6d9081f9df72753dda1a03115f2d1a69&tab=profile","FieldNotes is an undergraduate journal focused on promoting undergraduate research related to the environment and raising awareness about environmental issues in the Puget Sound.","fnej@uw.edu ","SCIENCES","https://uws-community.symplicity.com/files/f2f/f2fd85cc9c13426d2cbcb9d3a056e2d6.png",NA
"271","Filipino American Student Association","grpl_c3f6c232f07c889e9c36b6935336ab64","?mode=form&id=c3f6c232f07c889e9c36b6935336ab64&tab=profile","The Filipino American Student Association at the University of Washington's mission shall be to foster unity and pride within its members and surrounding community through activities focusing on educational, political, cultural and social advancement.","fasa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/f74/f74ddf6155a8c0c4a91ede990aacff06.png","https://www.facebook.com/fasasauw/"
"272","Filipino Association for Health Careers at the University of Washington","grpl_6d9bdc8847e3b358a0bf13cd4f656dab","?mode=form&id=6d9bdc8847e3b358a0bf13cd4f656dab&tab=profile","This organization shall provide personal, academic, social support and information for pre-health students. In addition, this organization shall promote health-related and cultural awareness and provide service to the community. ","fahcuw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/111/11150587d72e58beee53687b612a7e65.jpg",NA
"273","Film Club at the UW","grpl_a9eea744fe105908be0497d74037898d","?mode=form&id=a9eea744fe105908be0497d74037898d&tab=profile","Film Club is the main hub of film culture on the University of Washington's Seattle campus. Through weekly film programming Film Club promotes a community for Husky cinephiles. We strive to create opportunities to discuss, create, and explore film and film culture in Seattle and aboard.","film@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/77b/77bc92d7e81152c7dada986bca3d856a.jpg","https://www.facebook.com/UwFilmClub"
"274","Filmmaking Club at UW","grpl_d2a41320391c84a8229712b62477ae63","?mode=form&id=d2a41320391c84a8229712b62477ae63&tab=profile","The purpose of UW Filmmaking Club is to provide opportunities for the students of UW to be engaged in filmmaking and cinematography with various works around the campus and in the community. In doing so, the members of this club will collaborate weekly to generate new movie themes, ideas, and, targeted to a specific audience to capture the essence and spectacularity of filmmaking. We will also observe films to serve as examples and a base for our recreational works in the group.","filmmake@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/c94/c940f7c727e2c600b58048a444f181df.jpg","https://www.facebook.com/groups/1625768971041319/"
"275","Finance Association at the University of Washington","grpl_cc8eff17c00a088226662983d6e18f0b","?mode=form&id=cc8eff17c00a088226662983d6e18f0b&tab=profile","Who We Are
FA@UW is open to all students interested in finance, and welcomes all majors and industry interests. We help educate students in a variety of areas such as investment banking, corporate finance, investment vehicles, institutional investing, venture investing and much more. 
What We Do
-Weekly Speaker/Networking Events
-Interactive Investment Team
-Collaborative and In-Depth Market Discussions
https://uw-finance.squarespace.com/","fosterfa@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/cdb/cdb18a7194cda81eb99deab8684e0d0d.jpg","https://www.facebook.com/groups/UWFinanceAssociation"
"276","First Avenue at UW","grpl_97c5d509e4a54d9ff02dbb9ccd148143","?mode=form&id=97c5d509e4a54d9ff02dbb9ccd148143&tab=profile","Helping students getting better grades on academic courses","firstave@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/4e9/4e967126be76fb15af685a35ef451e2e.jpg",NA
"277","First Nations at UW ","grpl_78363dc5b74c58d756bc8b2ca3d5bdfb","?mode=form&id=78363dc5b74c58d756bc8b2ca3d5bdfb&tab=profile","First Nations at the University of Washington is dedicated to the advancement and increasing the visibility of the Native student population on campus.","fnuw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/0ea/0ea6dd11f75c5be1eb1f9611cc1fc304.png",NA
"278","Fish and Turtle Club","grpl_26ced76bb47fe714277f1572926010f4","?mode=form&id=26ced76bb47fe714277f1572926010f4&tab=profile","The purpose of the Fish and Turtle Club at the University of Washington shall be to create a community that shares interest in marine science and promote conservation of wildlife.  Specifically, spreading awareness and connection on how students’ everyday lifestyle choices affect on the marine life.","fishtrtl@uw.edu","ENVIRONMENTAL","https://uws-community.symplicity.com/files/85d/85d6b0c5a55ec4171875558bf7f5d8f5.png",NA
"279","Fisheries Interdisciplinary Network of Students","grpl_7f7f3310d0bce561cd4741e03cfe3ae6","?mode=form&id=7f7f3310d0bce561cd4741e03cfe3ae6&tab=profile","To provide graduate student representation at the School of Aquatic and Fishery Sciences, participate in curriculum development, faculty searches, and social events.","fins@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/f13/f1304cee4781484f4bdca7719b2bf608.jpg",NA
"280","FIUTS Student Board","grpl_f8f281ff46f242cef7bba53a0a7947a9","?mode=form&id=f8f281ff46f242cef7bba53a0a7947a9&tab=profile","To promote cultural understanding among international and domestic students at the UW.","fiutssb@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/85c/85c061240b0fd42ca41bb5c8d8e3d68c.jpg",NA
