"","name_text","desc_text","emails","category","logo"
"107","Beta Alpha Psi","BETA ALPHA PSI is an honorary organization for Financial Information students and professionals. The primary objective of Beta Alpha Psi is to encourage and give recognition to scholastic and professional excellence in the business information field. This includes promoting the study and practice of accounting, finance and information systems; providing opportunities for self-development, service and association among members and practici…","uwbap@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/cff/cffe5f0317194e23d9aec696dd30c7ca.jpg"
"108","Beta Beta Beta Biological Honor Society","Tribeta is an honorary society for biology students. Tribeta seeks to stimulate interest, scholarly attainment, and investigation into the biological sciences while fostering community within the Biology Department.","tribeta@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/60f/60fa2b8082d7076a77c1641e4e99bfab.jpg"
"109","Beta Gamma Sigma","Beta Gamma Sigma is a business honor society dedicated to encouraging and honoring academic achievement in business. The organization is founded on the principles of honor, the pursuit of wisdom, earnestness, and service.","bgsuw@uw.edu","HONORARY","https://uws-community.symplicity.com/files/d05/d05efec0d4c90f02cd9ef6a4fca10e93.jpg"
"110","Beta Theta Pi","Beta Theta Pi is a fraternity dedicated to building Men of Principle through a focus on academic excellence, athletics, brotherhood, and social excellence.","betas@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/eb1/eb1659bd9d570e6739c676d5ad7c4ad2.jpg"
"111","Beyond the Bomb, UW Chapter","Today, there are more than 14,000 nuclear weapons on Earth. Together, we can bring that number to zero.

Beyond the Bomb is a bold new step towards a world free of the nuclear system’s yoke. Through grassroots organizing all over the U.S., we will build a wave of opposition to nuclear weapons and the networks of money and power that prop them up. Our movement will move from the local level to the state level to the federal level, buil…","gzuw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/148/1483a546f7c276a3e60614f02d70c846.jpg"
"112","Bioengineers Without Borders","To develop low-cost, sustainable medical technologies while providing students with engineering design experience and professional development.","bwbuw@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/894/894649b9a6e81a6bac4654d2b144b785.jpg"
"113","BioExplore","BioExplore is an inclusive community for students interested in learning about and sharing their passions for research in bioengineering-related fields. Our events include student and faculty presentations, panel discussions, and lab tours exploring the breadth of opportunities available in BioE. Our club is open to all undergraduate students at UW with an interest in biotechnology research and advancement.","bioexp@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/088/088e55d0d02cd371dc2336ccb1c00315.png"
"114","Biology Students for Equity","It shall be the purpose of this organization to create a space for students of all identities in the biology department to promote equity and inclusion within the department.","biologystudentsforequity@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/c80/c80ac0dd703c4226ff75289a98ef5e19.png"
"115","Biomedical Engineering Society at the University of Washington Student Chapter","To aid in the personal and professional growth of bioengineering students.","bmesuw@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/fa4/fa426e838e5d5274738bd6956f6b8d11.png"
"116","Bird Club at UW ","Our bird watching club will explore the native birds of the greater Seattle area through field excursions and discussion. Open to all levels of birding enthusiasts! (formerly known as the BBBSC)","birdclub@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/8f5/8f5140a294f60864e20afe9f257e5e75.jpg"
"117","Black Box Expressions","The purpose of Black Box Expressions is to promote avant-garde theatre within the University of Washington and the Drama Community. This club will allow students to participate in style workshops, group projects and theater appreciation.","sitesub@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/0ce/0ce7e29e102ae3ac877e12cf8828fb86.png"
"118","Black Law Students Association at UW","Our purpose is to aid in recruiting, mentoring and supporting current and prospective law students who are of African descent or who support the progress of students of color.","blsa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/941/94182529b78c7221e40d6374ff09983c.gif"
"119","Black Student Commission","The Black Student Commission is the liason between Black /African Heritage student organizations and the Associated Students of University of Washington.
Constituents: RETRO, Sisterhood, Black Student Union, African Student Association, Somali Student Association, NPHC, ABBS, NSBE, Impact/ Sos, Graduate black Associations & RSO's

Mission: 
-OVERSEE THE COORDINATION, PLANNING, AND IMPLEMENTATION OF ALL PROGRAMS AND ACTIVITIES OF THE C…","asuwbsc@uw.edu","ASSOCIATED STUDENTS UNIVERSITY OF WASHINGTON (ASUW)","https://uws-community.symplicity.com/files/8d8/8d8f9b82b30707d42f7e2c043dafc6f1.png"
"120","Black Student Union","A cohesive union between black students faculty and other organizations and the UW community enhance cultural and political awareness social events and support community.","bsu@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/ee5/ee5e2109d5222fb339a7f0d7779e532f.jpg"
"121","Blockchain and Cryptocurrency Club UW","The mission of the Blockchain and Cryptocurrency Club is to promote Cryptocurrency at UW by educating members about blockchain technology; providing members with the knowledge base and skill set to gain a competitive edge on early cryptocurrency investing; encouraging collaboration and innovation using cryptocurrency across the UW community; exploring new applications of blockchain technology to other forms of digital transactions, as wel…","bccuw@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/61c/61cb9e928dee6161e6f4b83a642d0e2d.png"
"122","Blockchain Society at the University of Washington","Dedicated to exploring the latest blockchain developments and novel cryptocurrency applications. Collaborate with your peers to learn about investing, trading, and mining cryptocurrencies.",NA,"ACADEMIC","https://uws-community.symplicity.com/images/gallerygraphics/group_img.png"
"123","Blue Dragon Honor Guard","The purpose of this organization is to positively represent the United States Air Force, US Air Force Detachment 910, and the University of Washington by performing color guards at local sports games, graduations and other ceremonies.  The Blue Dragon Honor Guard also trains an armed drill team to participate in competitions to further represent Detachment 910 and the University of Washington.","bdhg910@uw.edu ","SPECIAL INTEREST","https://uws-community.symplicity.com/files/45c/45c2c41f6beb6b02feccb14543cd4c40.png"
"124","Blue Sky Church at UW","The purpose of our group is to teach university students how to live in pursuit of Jesus and apply the Bible to their daily lives. We are affiliated with Blue Sky Church, a non-denominational, Bible believing, Christian church.","blueskyc@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/0d6/0d6bba16c2a5293961ab4721b9f72551.png"
"125","Board Games at UW","Our purpose is to spread the board gaming culture at the University of Washington and to provide social fun through a variety of board and card games.","bgclub@uw.edu","GAMING / ESPORTS","https://uws-community.symplicity.com/files/8f1/8f1ef777cc641b63318fec6ed11497f1.jpg"
"126","Bodhi Youth Association","The purpose of our organization is to help more young adults to have a better understanding of Buddhism. Our goal is to gain inner peace, realize our best selves, treat others with compassion and understanding, discover our true nature and simplify our lives, which we can only achieve from within.","linzhu@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/d22/d22fb077fc6d950b2be1bbc8f599b49a.png"
"127","Bollywood Kahaani","The purpose of Bollywood Kahaani is to share a modernized style of the Hindi film culture with the university community, through dancing and acting.","bkahaani@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/09e/09e8c0f9441acee72533392188b78fa1.jpg"
"128","Bookclub at UW","It shall be the purpose of this organization to promote reading in University of Washington students, to participate in group discussions using critical thinking, and to create a safe space for readers that strive to enhance their empathy skills through the joys of reading.","bkclub@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/06f/06f7877facbc9aff6ab46a28031fe0e7.png"
"129","Boundless Bachelor at UW","You have all heard of “The Bachelor”, but have you heard of The UW Bachelor? The show is a designed series that revolves around a single boundless bachelor who starts with a pool of 12 romantic interests from whom the bachelor is expected to select his future partner to share his husky experience with. During the course of the season, the bachelor will eliminate candidates through the presentation of a purple and gold rose. The partic…","bbachlr@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/f02/f02dfba3159f4d2ced6dbab40b4deca9.png"
"130","Braceros","It shall be the purpose of Braceros to establish an organization which provides unity among multicultural men. Braceros is committed to promote diversity through cultural awareness, academic excellence, community service and inclusivity.","braceros@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/468/46805051e87dbdcaaabaa309d137973f.png"
"131","Brazilian Jiu-Jitsu Club at the University of Washington","To practice Brazilian Jiu-Jitsu with those who enjoy it. 

Please contact us through our facebook page for best results!","uwbjj@uw.edu","SPORTS","https://uws-community.symplicity.com/files/f7f/f7f511ed434b9ee2b2e8d9911ead9f1b.jpg"
"132","Bricolage, The Literary & Visual Arts Journal at the UW","To provide University of Washington students with the opportunity to gain experience in the publishing process through the creation of a quality undergraduate journal containing the work of writers and artists attending or affiliated with the UW.","brico@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/b18/b1821b0f0f7a2a61013e2f1d954360ba.jpg"
"133","Bridges International at the University of Washington","We provide services for the international students and visiting  scholars in the form of welcome meetings, social events, and conversation  partners.  We have discussion groups for those interested in learning about Christianity as well.","ilife@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/f5e/f5e92b126b1d2ec4f0d201fa8c8267c9.jpg"
"134","Bridges to Health","The Bridges to Health Patient Advocacy Center was created in 2008 with the intention of achieving three goals: 1) increasing public awareness and knowledge regarding basic health and preventative medicine via community engagement events  2) encouraging patients to become actively involved in their health decisions and providing patients with the health literacy and skills to do so and 3) expanding access to health services in medically un…",NA,"MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/581/581a1b41500dd5da70d5e6e9bb07412c.png"
"135","Burma/Myanmar Student Association","B/MSA was created for the purpose of bringing together students of Burmese descent or those interested in the culture. We are also here to promote awareness of Burmese culture and to build a sense of community.","kyawt@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/ac9/ac9961869cfc0da7ece3a62eb05f5b2a.jpg"
"136","Business Ethics Association","Our goal is to promote the importance of ethical business practices so that the leaders of tomorrow will achieve success through integrity.","uwbea@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/5cc/5cc70b5452aa111756192a5a3aaa6095.jpg"
"137","Business Information Technology Society","The primary goal of BITS is to provide our members with a valuable edge for starting careers in the field of Management Information Systems, and exposing them to a community of like-minded individuals.","bits@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/527/5274e2fff8a31a998f2443e89bd6e00e.png"
"138","Business Leaders in Healthcare","BLHC prepares future leaders in healthcare and life sciences by fostering a connection between business and medicine, promoting professional growth, and creating a platform for students from all academic majors to engage with the local community.","blhc@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/678/67857a49cb4acce1d4fb684e6e1654ed.png"
"139","Business Leaders of Faith","It shall be the purpose of this organization to promote unity in faith through a community of business students at the University of Washington, to support the exploration and education of business students connecting faith to work and professionalism, and to connect students to like-minded business professionals and leaders in the Greater Seattle Area and beyond.",NA,"BUSINESS","https://uws-community.symplicity.com/files/db3/db3c626c3f3c01b0356e8dcba89bcdec.png"
"140","Camp Kesem, UW Seattle Chapter","Camp Kesem is a college student run summer camp for kids with a parent who has been diagnosed with cancer.","kesem@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/dc6/dc6d13d95bd322f8c48dcdfce875e601.jpg"
"141","Campus Animal Rights Educators","CARE strives to: 
> Raise awareness about the current and recent expansion of animal testing and animal cruelty at UW, as well as work toward ending the cruel and unnecessary use of live pigs in the paramedic training program despite available and effective simulator models. 
> Expand vegan options on campus and promote the benefits and positive impacts of a vegan lifestyle while acknowledging issues of access and privilege. 
> Create …","careuw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/74f/74f2f37b66482b713041ba24001866ba.png"
"142","Campus Sustainability Fund","The mission of the CSF is to create a sustainable campus and foster an environmentally conscious culture by funding student-lead projects from a portion of student fees to lessen the university’s environmental impact.","csfuw@uw.edu","ENVIRONMENTAL","https://uws-community.symplicity.com/files/b13/b13986842e9fa19c6d2548076fe45e0d.jpg"
"143","CandleLight Foundation","The purpose of this organization is to provide free medical and dental care to the homeless in the downtown area of Seattle.","clfuw@uw.edu ","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/5d2/5d24bcbf4c78e7ed2b4e7904a7c750bb.png"
"144","Cantonese Christian Crusade","We aim to share the love of Jesus Christ through serving others, witnessing our faith, disciplining and encouraging believers, and praying for one another. We aim to create a hospitable environment for UW students, with an emphasis on Cantonese-speaking students.","cccuw@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/62e/62e7f1fe22afcf604b81dcce36606a75.jpg"
"145","Capillaries","It shall be the purpose of the Capillaries Journal to provide undergraduate students with the opportunity to reflect on their experiences with medicine, healing, illness, and/or grief through prose, poetry, and artwork. Furthermore, this organization aims to support students and the community in their healthcare journeys and promote greater understanding between the sciences and the humanities.","cjuw@uw.edu ","SPECIAL INTEREST","https://uws-community.symplicity.com/files/f8e/f8ee9cce1ea5b86e796d0192b161e891.png"
"146","Capoeira Club UW","The mission of Capoeira Club UW is to bring the discipline, artistic expression, and fun of Capoeira Angola to the students of the University of Washington. Through physical training, companionship with other members, and philosophical development, members will learn to embody the values of Capoeira angola and respect its history.",NA,"SPORTS","https://uws-community.symplicity.com/files/8d7/8d72a34ca7e4e89bf570db465c7bed2e.jpg"
"147","Car Club","To unite University of Washington students who share the same passion and enthusiasm for cars and car culture; providing a common interest community on campus to enrich students' lives.","carclub@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/533/533dbd1c3311cd3376e58996d9dc7f18.jpg"
"148","Card Club at the University of Washington","We exist solely to play card games.  Board games are not our style; instead we revel in the simplicity, camaraderie, and raw excitement that comes with every card game.","cardclub@uw.edu","RECREATION","https://uws-community.symplicity.com/files/577/57789a6d8b87d98a1fbb54067845d962.jpg"
"149","CareerX UW","To encourage and inspire International students to develop career and business negotiation skills and emphasize on providing resources of searching jobs in the US, building connections, and be successful on their potential career. It prepares international students for career challenges with a focus on mentorship and business negotiation skills training.","careerx@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/490/4907681ffb3553f042ead10a8da6f625.jpg"
"150","Cascade Finance Club","The purpose of Cascade Investments is to create a casual environment to share and receive financial advice. The club has a dual focus on both traditional investments and cryptocurrency. Come plan for your financial future and make gains.","cfcuw@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/54b/54b8c87ed754d61261f3beb5a7da039c.png"
"151","Catholic Newman Center at the UW","To promote and support the Roman Catholic faith among the students, faculty, and staff at the University of Washington.","uwnewman@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/f4f/f4fbb694b670526b8af4dd6d664dad50.jpg"
"152","Certificate of International Studies in Business","Foster’s nationally ranked and award-winning comprehensive international business program, the Certificate of International Studies in Business (CISB) is an intensive supplement to a student’s business administration degree. Our purpose is to give students the competitive edge they need to succeed in global business. We do this through a community of like-minded individuals, cross-cultural skills development, networking opportunities,…","CISBmail@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/979/979673fc81d032ad7ca21bffb769abbb.png"
"153","ChemE Brewing and Distilling Club","Our aim is to educate students of the Chemical Engineering department about home brewing and distilling.  We will provide hands on experience in brewing ciders and beers as well as distilling spirits.  We will reach out to breweries and distilleries and learn more about Chemical Engineers roles in large scale production of beer and spirits.","chmebrew@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/307/30795a2566a4c2df27fa153b3ab17563.png"
"154","Chemistry Graduate Student Club at the University of Washington","The purpose of this organization is to provide opportunities for graduate student participation in group activities and to foster interaction between students and faculty, as well as to extend enthusiasm for science to the wider community that is served by the University of Washington.","chemgrad@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/072/0729f07d18e574a693e66b95324edfbb.png"
"155","Chi Omega","A sisterhood providing a lifelong network of friends, committed to personal integrity, excellence in academic pursuits, inter-generational participation, philanthropy, and community and social enrichment.","chiomega@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/916/916bd703653dc9207c6ee9684e59467c.png"
"156","Chi Psi Fraternity","A Fraternity of Gentlemen in the pursuit of advancement in our members' intellectual, moral, and social lives.","chipsi@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/db0/db0ec43feeea492b9c52f38a05d7f081.png"
"157","Chi Sigma Alpha National Sorority, Inc.","Our purpose is to increase Asian-American awareness through service and sisterhood. To bring together diverse women to build strong character, leadership skills, and confidence.","chisigs@uw.edu","FRATERNITIES & SORORITIES - UGC","https://uws-community.symplicity.com/files/3b6/3b69e6dee0d7be310ec8b7ce205298f2.png"
"158","Child and Adolescent Psychiatry Student Interest Group","To increase medical students' awareness of child & adolescent psychiatry through informational events, preceptorship opportunities, and service learning.","capsig@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/fed/fed8ebd2f7227d79cb871ea8f672bfc3.jpg"
"159","Child Rights and You UW Chapter","Child Rights and You is an international organizations that has chapters all over the world. The goal of CRY is to have equality for all children in India, many of whom live in poverty and who are looked down upon because of the old caste system.","cryuw@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/56a/56a6397a44544e6d0e2c31a6e8837594.png"
"160","China Entrepreneur Network","China Entrepreneur Network (CEN) is a collaborating organization of global university students and convenes youth leaders equipped with the humanity of the era and in pursuing social betterment. CEN aims to promote social innovation and entrepreneurs","cenuw@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/78b/78bd0a32be190dba51391b97de7b628e.jpg"
"161","Chinese Classical Dancing Group","Huaxi exists for communication between traditional Chinese culture and modern western culture. We perform Classical Chinese dance, hold interesting cultural activities, introduce traditional Chinese elements to broaden people's minds, and contribute to UW's cultural diversity.","ccdg@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/8ff/8ffe6884ba3080767ce20c4653bc4410.png"
"162","Chinese Dance Association of UW","The purpose of CDA is to promote and incite interest in Chinese culture through Chinese classical and folk dance.","cdassoc@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/7aa/7aaad88de69c9c4e838994e0e63bc5d7.png"
"163","Chinese Student Association","To encourage a greater awareness of the Chinese culture and the Chinese American community, to harbor the Chinese American identity, and to initiate social and cultural interactions across all cultural groups.","csauw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/5c5/5c5bd87f39509614e489f7deec40d541.png"
"164","Chinese Students and Scholars Association","Promoting mutual understanding, mutual assistance, and mutual benefits among UWCSSA members","cssa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/50d/50d0177e049041a20f596d308b54ba07.png"
"165","Chinese Taiwanese Student Organization","The purpose of the Chinese-Taiwanese Student Association at the University of Washington shall be to bridge the gap between the cultural differences of China and Taiwan.  Specifically, to eliminate any disconnect in cultural confusion between Chinese/Chinese-American and Taiwanese/Taiwanese-American students.","cntwn@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/928/928980313104aa836a6669c97af9da2f.png"
"166","Chinese Theater Club","We aim to bring Chinese theater production to Seattle so more people can learn about Chinese culture and theater.",NA,"PERFORMING","https://uws-community.symplicity.com/files/115/115b00e87c40dccc2eccca035378b1f7.png"
"167","Choose Love: UW Chapter","It shall be the purpose of this organization to promote and encourage a network of individuals choosing to love others and the UW community through tangible exercises of agapé love.","loveuw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/42a/42acd24c104bca91ff695c81df12a942.png"
"168","Chorale at the University of Washington ","We strive to encourage the intellectual, aesthetic, and personal development of the choral community through the study and performance of music of the highest quality.","chorale@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/1d0/1d0d2c1392ff16719f32a86a6c48bbc2.tiff"
"169","Christian Students Association","The purpose of this club is to promote Christian fellowship and communication on campus.","christas@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/34b/34b65744155c2bca88b7b71ca31572a8.jpg"
"170","Churchome ","Our purpose is to show the world who Jesus is. With a location on Greek Row, our objective is to let UW students know that there is a church down the street for them to call home.","tccuw@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/e5d/e5d0b89d0c4d05178193f4b136b5051c.png"
"171","Circle K International","Internationally recognized student-led volunteer organization, sponsored by Kiwanis. We are a community-service organization at the University of Washington that specializes in volunteer work and community outreach in the Greater Seattle area. Join us for the fun!","circlkuw@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/866/866e9aae4cfcd0bcc1a811cec0e38997.jpg"
"172","Class of 2021 at the University of Washington School of Dentistry","This organization’s purpose to inform, advocate and interact with members of the community in the context of oral health issues, inequity, inequality, and concerns. In addition, we seek to promote class involvement and the highest degree of professionalism through interactions with faculty and other classes within the University of Washington School of Dentistry.","uwsd2021@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/0d8/0d88822e3456f378f21bcdda417eb862.png"
"173","Climbing Club at the University of Washington","The Climbing Club is an organization focusing on rock and ice climbing, mountaineering, scrambling, hiking, snowshoeing, and any other mountain sport. If it's on a mountain, we probably do it!","iac2@uw.edu","SPORTS","https://uws-community.symplicity.com/files/8e0/8e0ffff59b87326c9e3af7f5a93d545d.png"
"174","Climbing Team at University of Washington","To provide an organization and community where student climbers of any level can connect, coordinate, and compete in the Northwest Collegiate Climbing Circuit and beyond.","climbuw@uw.edu","SPORTS","https://uws-community.symplicity.com/files/9a9/9a9f64116f06e27e759e8b8739b38e05.png"
"175","Clinical Research Club at the University of Washington","The University of Washington is a preeminent public institution that offers endless opportunities for its students to explore and follow their interests. One of the many ways students are able to follow their interests is to become involved in research. Through their involvement in research, they are able to learn more about their interests, create lasting positive mentor-relationships, and gain meaningful, relevant experience. However, t…","crcuw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/dd7/dd754f12192604ba1510bc9a704a367b.png"
"176","Club Hockey @ UW","Our purpose if to provide a competitive and fun environment for those who wish to play the sport of ice hockey.","uwhockey@uw.edu","SPORTS","https://uws-community.symplicity.com/files/4c8/4c8b9171e6263c48fec886fcba8c96da.jpeg"
"177","Collective, The","To offer UW students the opportunity to improve their skills in impovised theater as well as to entertain to the UW community.","improv@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/c23/c232861927515ad4e90dac849d8cd010.jpg"
"178","College of Education: Education, Communities, and Organizations Student Leadership Council","The ECO Student Leadership Council, ECO-SLC, is a collaborative organization within the College of Education, whose mission is to: 
foster community among students in the ECO major,
represent and advocate for the undergraduate population on committees and at events within the College of Education, and,
Bridge the gap between communities and the University of Washington to strengthen collaborative partnerships and work towards our commo…","ecoslcuw@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/ec4/ec42ecd390d8981c852583dcd20af4c1.png"
"179","College Republicans at the University of Washington","We are a group of conservatives, ranging from socially conservative to libertarian.  Our goal is to advance the cause of conservatism on campus and to fight for free speech rights.  We seek to provide educational, social, job and volunteer opportunities for like minded conservatives.",NA,"POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/457/457f840c3c93f394b6429205d3520a91.jpg"
"180","College Success Foundation Club - UW Chapter","To ensure success of students by creating a strong community within campus and with the College Success Foundation.","csfclub@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/72d/72d518911e6766f53bb1b9fbdadd1f8a.gif"
"181","Comedy Association at UW","Provide a Foster collaboration between UW and Seattle Comedians.","csexe@uw.edu ","PERFORMING","https://uws-community.symplicity.com/files/5e8/5e82c5b1a1361b545c47c36828217b77.jpg"
"182","Comedy Club","This comedy club is a welcoming, open environment intended to give individuals from all backgrounds and skill levels an opportunity to learn and practice the art of performing comedy.","comedyuw@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/680/680763fd50a7df1283753cbe71e343d8.png"
"183","Common Ground Fellowship","To promote unity and fellowship among college Christians, to encourage/develop students in their Christian faith, and to help students grow in their relationships with God and others.","ecccg@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/089/089c9123490618a5cd03b93797e6151e.jpg"
"184","Communicating Science Conference-PNW 2018 Organizing Committee","To organize and coordinate the 2018 Communicating Science Conference - PNW","uwcsc@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/098/098c3840e7bc64678445dd4d0565aaa3.png"
"185","Community Health Outreach","Community Health Outreach is a registered student organization that focuses on providing volunteer opportunities for pre-health students. We aim to inspire and connect students to volunteer in clinics that serve underrepresented communities and make an impact on community health. This RSO allows students to grow, get involved and connect with the community.","chealth@uw.edu","HEALTH SCIENCES","https://uws-community.symplicity.com/files/02e/02e26fb2cbf2a2ecda1c52b706d8c1cc.png"
"186","Compass and Chart Society","To unite its members socially and to foster an esprit de corps through participation in our training as future officers.","cncharts@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/7d8/7d8097df9b37f686c30fad9861e64ca4.jpg"
"187","Computer Graphics and Pretty Pictures ","Teach and share knowledge of computer graphics, graphics programming, rendering techniques and project collaboration. All with the end goal of making pretty pictures :)
Topics may include:
threejs
webgl
processing (or p5js)
opengl
shaders
ray-tracing
ray-marching
physics simulation
interactive techniques
occlusions techniques
real-time rendering techniques","cgppuw@uw.edu","RECREATION","https://uws-community.symplicity.com/files/176/176feb6916b502d2d018b332c893f702.png"
"188","Computing in Society at UW","Our RSO is dedicated to the investigation of interactions between society and computation as well as exploring the many forms computing can take in society.","compns@uw.edu ","ACADEMIC","https://uws-community.symplicity.com/files/b52/b520faed2ac8f3e4b360a34746ecfc37.png"
"189","Concrete Canoe","The Concrete Canoe club is a group of aspiring engineers who work to design, construct, and race a canoe made out of concrete each year.  Our goal is to promote engineering through hands-on experience and by demonstrating the extent of modern engineering capabilities.","uwcanoe@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/a01/a010ed3db0feef24b0d9172dfddac510.png"
"190","Cooking and Baking Club","Sharing recipes with one another, answer or solve questions related to cooking and baking, and to share the location of exceptional restaurants or shops to purchase kitchen supplies. The purpose of this organization further consists of holding cooking or baking classes taught by either a blub administrator, club member, or professional chef. This classes may or may not coincide with festivals or holidays (e.g. Christmas, Halloween, Valent…","cookbake@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/33c/33c1e0982bf3b5c7163a78aac54575d8.png"
"191","Costume Club","The Costume Club will practice creative and technical skills to design and construct costumes. We will promote student interest in creation of costumes including high fashion, theater, and cosplay, and share the skills and practices of costume creation with anyone who wishes to learn.","costume@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/ff5/ff544cfc94400ab735866997ffc68bac.png"
"192","Creating a Company at UW","CAC is designed to introduce students to the basic steps required to start and actually run a business of their choosing.","createco@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/18a/18a639d4072c3fbe6ebdb687413e6729.png"
"193","Cru at UW","We are a caring community passionate about connecting people to Jesus Christ!","cruuw@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/38a/38ae9261b7ac6578391baa2ab199b59d.jpg"
"194","Cryptocurrency Club","The Cryptocurrency Club discusses cryptocurrency trends and cryptocurrency investment strategies.",NA,"BUSINESS","https://uws-community.symplicity.com/files/7cc/7cc2654184c418c0fb029a7ab46fdf7d.png"
"195","Cuisine Studies Club","The primary goal of the Cuisine Club is to explore various culinary cultures and their respective techniques. By learning about the universality and differences in cuisines, we hope to bring a better sense of community to UW through food.","cuisine@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/d0b/d0b23098246ca2f14d784ef86c3f8b61.jpg"
"196","Culture Change Task Force","Make the academic environment better for all UW students.","cctf@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/237/237c828472ec89275749bb1a1892524a.png"
"197","CURE UW Chapter","The purpose of this club/student organization shall be to raise awareness, and to heal children with physical disabilities such as clubfoot, cleft lip, cleft palette, and spina bifida in 30 countries in which CURE International operates, with a specific focus on Kenya.","cureuw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/372/372c1f38788f802e2e7a0efc3b9aaa7a.png"
